,subject_id,age,hair_type,hair_color,eye_color,monk_scale,fitz_type
24753,5245,young adult,curly,brunette,amber,scale 3,type ii
24754,5245,young adult,curly,brunette,amber,scale 3,type ii
24755,5245,young adult,curly,brunette,amber,scale 3,type ii
24756,5245,young adult,curly,brunette,amber,scale 3,type ii
24757,5246,adult,curly,black,hazel,scale 3,type ii
24758,5246,adult,curly,black,hazel,scale 3,type ii
24759,5246,adult,curly,black,hazel,scale 3,type ii
24760,5246,adult,curly,black,hazel,scale 3,type ii
24761,5246,adult,curly,black,hazel,scale 3,type ii
24762,5246,adult,curly,black,hazel,scale 3,type ii
24763,5247,adult,straight,brunette,hazel,scale 3,type ii
24764,5247,adult,straight,brunette,hazel,scale 3,type ii
24765,5247,adult,straight,brunette,hazel,scale 3,type ii
24766,5247,adult,straight,brunette,hazel,scale 3,type ii
24767,5247,adult,straight,brunette,hazel,scale 3,type ii
24768,5247,adult,straight,brunette,hazel,scale 3,type ii
24769,5248,young adult,straight,blonde,green,scale 3,type ii
24770,5248,young adult,straight,blonde,green,scale 3,type ii
24771,5248,young adult,straight,blonde,green,scale 3,type ii
24772,5248,young adult,straight,blonde,green,scale 3,type ii
24773,5248,young adult,straight,blonde,green,scale 3,type ii
24774,5248,young adult,straight,blonde,green,scale 3,type ii
24775,5249,young adult,wavy,brunette,green,scale 2,type ii
24776,5249,young adult,wavy,brunette,green,scale 2,type ii
24777,5249,young adult,wavy,brunette,green,scale 2,type ii
24778,5249,young adult,wavy,brunette,green,scale 2,type ii
24779,5249,young adult,wavy,brunette,green,scale 2,type ii
24780,5249,young adult,wavy,brunette,green,scale 2,type ii
24781,5250,adult,straight,black,brown,scale 2,type ii
24782,5250,adult,straight,black,brown,scale 2,type ii
24783,5250,adult,straight,black,brown,scale 2,type ii
24784,5250,adult,straight,black,brown,scale 2,type ii
24785,5250,adult,straight,black,brown,scale 2,type ii
24786,5250,adult,straight,black,brown,scale 2,type ii
24787,5251,adult,wavy,brunette,brown,scale 2,type i
24788,5251,adult,wavy,brunette,brown,scale 2,type i
24789,5251,adult,wavy,brunette,brown,scale 2,type i
24790,5251,adult,wavy,brunette,brown,scale 2,type i
24791,5251,adult,wavy,brunette,brown,scale 2,type i
24792,5251,adult,wavy,brunette,brown,scale 2,type i
24793,5252,adult,curly,black,brown,scale 7,type v
24794,5252,adult,curly,black,brown,scale 7,type v
24795,5252,adult,curly,black,brown,scale 7,type v
24796,5252,adult,curly,black,brown,scale 7,type v
24797,5252,adult,curly,black,brown,scale 7,type v
24798,5253,adult,straight,black,hazel,scale 5,type iii
24799,5253,adult,straight,black,hazel,scale 5,type iii
24800,5253,adult,straight,black,hazel,scale 5,type iii
24801,5253,adult,straight,black,hazel,scale 5,type iii
24802,5253,adult,straight,black,hazel,scale 5,type iii
24803,5253,adult,straight,black,hazel,scale 5,type iii
24804,5254,adult,straight,black,brown,scale 3,type ii
24805,5254,adult,straight,black,brown,scale 3,type ii
24806,5254,adult,straight,black,brown,scale 3,type ii
24807,5254,adult,straight,black,brown,scale 3,type ii
24808,5254,adult,straight,black,brown,scale 3,type ii
24809,5254,adult,straight,black,brown,scale 3,type ii
24810,5255,adult,wavy,gray,gray,scale 2,type ii
24811,5255,adult,wavy,gray,gray,scale 2,type ii
24812,5255,adult,wavy,gray,gray,scale 2,type ii
24813,5255,adult,wavy,gray,gray,scale 2,type ii
24814,5255,adult,wavy,gray,gray,scale 2,type ii
24815,5256,elderly,straight,black,hazel,scale 3,type iii
24816,5256,elderly,straight,black,hazel,scale 3,type iii
24817,5256,elderly,straight,black,hazel,scale 3,type iii
24818,5256,elderly,straight,black,hazel,scale 3,type iii
24819,5256,elderly,straight,black,hazel,scale 3,type iii
24820,5256,elderly,straight,black,hazel,scale 3,type iii
24821,5257,young adult,wavy,black,brown,scale 3,type ii
24822,5257,young adult,wavy,black,brown,scale 3,type ii
24823,5257,young adult,wavy,black,brown,scale 3,type ii
24824,5257,young adult,wavy,black,brown,scale 3,type ii
24825,5257,young adult,wavy,black,brown,scale 3,type ii
24826,5257,young adult,wavy,black,brown,scale 3,type ii
24827,5258,adult,coily,black,brown,scale 7,type v
24828,5258,adult,coily,black,brown,scale 7,type v
24829,5258,adult,coily,black,brown,scale 7,type v
24830,5258,adult,coily,black,brown,scale 7,type v
24831,5258,adult,coily,black,brown,scale 7,type v
24832,5258,adult,coily,black,brown,scale 7,type v
24833,5259,adult,straight,gray,hazel,scale 3,type ii
24834,5259,adult,straight,gray,hazel,scale 3,type ii
24835,5259,adult,straight,gray,hazel,scale 3,type ii
24836,5259,adult,straight,gray,hazel,scale 3,type ii
24837,5260,adult,coily,black,brown,scale 8,type vi
24838,5260,adult,coily,black,brown,scale 8,type vi
24839,5260,adult,coily,black,brown,scale 8,type vi
24840,5260,adult,coily,black,brown,scale 8,type vi
24841,5260,adult,coily,black,brown,scale 8,type vi
24842,5260,adult,coily,black,brown,scale 8,type vi
24843,5261,young adult,coily,brunette,hazel,scale 3,type iii
24844,5261,young adult,coily,brunette,hazel,scale 3,type iii
24845,5261,young adult,coily,brunette,hazel,scale 3,type iii
24846,5261,young adult,coily,brunette,hazel,scale 3,type iii
24847,5262,adult,wavy,brunette,brown,scale 4,type ii
24848,5262,adult,wavy,brunette,brown,scale 4,type ii
24849,5262,adult,wavy,brunette,brown,scale 4,type ii
24850,5262,adult,wavy,brunette,brown,scale 4,type ii
24851,5262,adult,wavy,brunette,brown,scale 4,type ii
24852,5262,adult,wavy,brunette,brown,scale 4,type ii
24853,5263,adult,straight,brunette,brown,scale 3,type ii
24854,5263,adult,straight,brunette,brown,scale 3,type ii
24855,5263,adult,straight,brunette,brown,scale 3,type ii
24856,5263,adult,straight,brunette,brown,scale 3,type ii
24857,5263,adult,straight,brunette,brown,scale 3,type ii
24858,5263,adult,straight,brunette,brown,scale 3,type ii
24859,5264,young adult,curly,black,brown,scale 2,type ii
24860,5264,young adult,curly,black,brown,scale 2,type ii
24861,5265,adult,wavy,brunette,blue,scale 2,type ii
24862,5265,adult,wavy,brunette,blue,scale 2,type ii
24863,5266,adult,wavy,brunette,green,scale 4,type iii
24864,5266,adult,wavy,brunette,green,scale 4,type iii
24865,5266,adult,wavy,brunette,green,scale 4,type iii
24866,5266,adult,wavy,brunette,green,scale 4,type iii
24867,5266,adult,wavy,brunette,green,scale 4,type iii
24874,5268,adult,wavy,brunette,brown,scale 3,type ii
24875,5268,adult,wavy,brunette,brown,scale 3,type ii
24876,5268,adult,wavy,brunette,brown,scale 3,type ii
24877,5268,adult,wavy,brunette,brown,scale 3,type ii
24878,5268,adult,wavy,brunette,brown,scale 3,type ii
24879,5268,adult,wavy,brunette,brown,scale 3,type ii
24880,5269,adult,straight,black,brown,scale 4,type iii
24881,5269,adult,straight,black,brown,scale 4,type iii
24882,5269,adult,straight,black,brown,scale 4,type iii
24883,5269,adult,straight,black,brown,scale 4,type iii
24884,5269,adult,straight,black,brown,scale 4,type iii
24885,5269,adult,straight,black,brown,scale 4,type iii
24886,5270,young adult,coily,black,brown,scale 9,type vi
24887,5270,young adult,coily,black,brown,scale 9,type vi
24888,5270,young adult,coily,black,brown,scale 9,type vi
24889,5270,young adult,coily,black,brown,scale 9,type vi
24890,5270,young adult,coily,black,brown,scale 9,type vi
24891,5270,young adult,coily,black,brown,scale 9,type vi
24892,5271,adult,wavy,brunette,blue,scale 3,type ii
24893,5271,adult,wavy,brunette,blue,scale 3,type ii
24894,5271,adult,wavy,brunette,blue,scale 3,type ii
24895,5271,adult,wavy,brunette,blue,scale 3,type ii
24896,5271,adult,wavy,brunette,blue,scale 3,type ii
24897,5271,adult,wavy,brunette,blue,scale 3,type ii
24898,5272,adult,wavy,blonde,blue,scale 3,type ii
24899,5272,adult,wavy,blonde,blue,scale 3,type ii
24900,5272,adult,wavy,blonde,blue,scale 3,type ii
24901,5272,adult,wavy,blonde,blue,scale 3,type ii
24902,5272,adult,wavy,blonde,blue,scale 3,type ii
24903,5273,adult,wavy,brunette,brown,scale 4,type iii
24904,5273,adult,wavy,brunette,brown,scale 4,type iii
24905,5273,adult,wavy,brunette,brown,scale 4,type iii
24906,5273,adult,wavy,brunette,brown,scale 4,type iii
24907,5273,adult,wavy,brunette,brown,scale 4,type iii
24908,5274,young adult,straight,black,black,scale 9,type vi
24909,5274,young adult,straight,black,black,scale 9,type vi
24910,5274,young adult,straight,black,black,scale 9,type vi
24911,5274,young adult,straight,black,black,scale 9,type vi
24912,5274,young adult,straight,black,black,scale 9,type vi
24913,5274,young adult,straight,black,black,scale 9,type vi
24914,5275,adult,wavy,brunette,brown,scale 3,type ii
24915,5275,adult,wavy,brunette,brown,scale 3,type ii
24916,5275,adult,wavy,brunette,brown,scale 3,type ii
24917,5275,adult,wavy,brunette,brown,scale 3,type ii
24918,5275,adult,wavy,brunette,brown,scale 3,type ii
24919,5275,adult,wavy,brunette,brown,scale 3,type ii
24920,5276,adult,straight,black,brown,scale 3,type ii
24921,5276,adult,straight,black,brown,scale 3,type ii
24922,5276,adult,straight,black,brown,scale 3,type ii
24923,5276,adult,straight,black,brown,scale 3,type ii
24924,5276,adult,straight,black,brown,scale 3,type ii
24925,5276,adult,straight,black,brown,scale 3,type ii
24926,5277,adult,straight,black,brown,scale 4,type iii
24927,5277,adult,straight,black,brown,scale 4,type iii
24928,5277,adult,straight,black,brown,scale 4,type iii
24929,5277,adult,straight,black,brown,scale 4,type iii
24930,5277,adult,straight,black,brown,scale 4,type iii
24931,5277,adult,straight,black,brown,scale 4,type iii
24932,5278,adult,wavy,black,brown,scale 3,type ii
24933,5278,adult,wavy,black,brown,scale 3,type ii
24934,5278,adult,wavy,black,brown,scale 3,type ii
24935,5278,adult,wavy,black,brown,scale 3,type ii
24936,5278,adult,wavy,black,brown,scale 3,type ii
24937,5278,adult,wavy,black,brown,scale 3,type ii
24938,5279,young adult,straight,brunette,green,scale 3,type ii
24939,5279,young adult,straight,brunette,green,scale 3,type ii
24940,5279,young adult,straight,brunette,green,scale 3,type ii
24941,5279,young adult,straight,brunette,green,scale 3,type ii
24942,5280,adult,straight,brunette,brown,scale 2,type ii
24943,5280,adult,straight,brunette,brown,scale 2,type ii
24944,5280,adult,straight,brunette,brown,scale 2,type ii
24945,5280,adult,straight,brunette,brown,scale 2,type ii
24946,5280,adult,straight,brunette,brown,scale 2,type ii
24947,5280,adult,straight,brunette,brown,scale 2,type ii
24948,5281,adult,straight,black,brown,scale 8,type v
24949,5281,adult,straight,black,brown,scale 8,type v
24950,5281,adult,straight,black,brown,scale 8,type v
24951,5281,adult,straight,black,brown,scale 8,type v
24952,5281,adult,straight,black,brown,scale 8,type v
24953,5281,adult,straight,black,brown,scale 8,type v
24954,5282,adult,wavy,blonde,green,scale 2,type ii
24955,5282,adult,wavy,blonde,green,scale 2,type ii
24956,5282,adult,wavy,blonde,green,scale 2,type ii
24957,5282,adult,wavy,blonde,green,scale 2,type ii
24958,5283,adult,wavy,black,brown,scale 8,type vi
24959,5283,adult,wavy,black,brown,scale 8,type vi
24960,5283,adult,wavy,black,brown,scale 8,type vi
24961,5283,adult,wavy,black,brown,scale 8,type vi
24962,5283,adult,wavy,black,brown,scale 8,type vi
24963,5283,adult,wavy,black,brown,scale 8,type vi
24964,5284,young adult,straight,blonde,blue,scale 2,type ii
24965,5284,young adult,straight,blonde,blue,scale 2,type ii
24966,5284,young adult,straight,blonde,blue,scale 2,type ii
24967,5284,young adult,straight,blonde,blue,scale 2,type ii
24968,5284,young adult,straight,blonde,blue,scale 2,type ii
24969,5284,young adult,straight,blonde,blue,scale 2,type ii
24970,5285,adult,coily,black,brown,scale 7,type v
24971,5285,adult,coily,black,brown,scale 7,type v
24972,5285,adult,coily,black,brown,scale 7,type v
24973,5285,adult,coily,black,brown,scale 7,type v
24974,5285,adult,coily,black,brown,scale 7,type v
24975,5285,adult,coily,black,brown,scale 7,type v
24976,5286,adult,curly,brunette,blue,scale 4,type iii
24977,5286,adult,curly,brunette,blue,scale 4,type iii
24978,5286,adult,curly,brunette,blue,scale 4,type iii
24979,5287,adult,straight,brunette,gray,scale 2,type ii
24980,5287,adult,straight,brunette,gray,scale 2,type ii
24981,5287,adult,straight,brunette,gray,scale 2,type ii
24982,5287,adult,straight,brunette,gray,scale 2,type ii
24983,5288,adult,curly,brunette,hazel,scale 4,type iv
24984,5288,adult,curly,brunette,hazel,scale 4,type iv
24985,5288,adult,curly,brunette,hazel,scale 4,type iv
24986,5288,adult,curly,brunette,hazel,scale 4,type iv
24987,5288,adult,curly,brunette,hazel,scale 4,type iv
24988,5288,adult,curly,brunette,hazel,scale 4,type iv
24989,5289,adult,wavy,black,brown,scale 8,type v
24990,5289,adult,wavy,black,brown,scale 8,type v
24991,5289,adult,wavy,black,brown,scale 8,type v
24992,5289,adult,wavy,black,brown,scale 8,type v
24993,5289,adult,wavy,black,brown,scale 8,type v
24994,5289,adult,wavy,black,brown,scale 8,type v
24995,5290,young adult,curly,black,brown,scale 8,type v
24996,5290,young adult,curly,black,brown,scale 8,type v
24997,5290,young adult,curly,black,brown,scale 8,type v
24998,5290,young adult,curly,black,brown,scale 8,type v
24999,5290,young adult,curly,black,brown,scale 8,type v
25000,5290,young adult,curly,black,brown,scale 8,type v
25001,5291,young adult,coily,black,brown,scale 8,type v
25002,5291,young adult,coily,black,brown,scale 8,type v
25003,5291,young adult,coily,black,brown,scale 8,type v
25004,5291,young adult,coily,black,brown,scale 8,type v
25005,5291,young adult,coily,black,brown,scale 8,type v
25006,5291,young adult,coily,black,brown,scale 8,type v
25007,5292,adult,wavy,gray,blue,scale 3,type ii
25008,5292,adult,wavy,gray,blue,scale 3,type ii
25009,5292,adult,wavy,gray,blue,scale 3,type ii
25010,5292,adult,wavy,gray,blue,scale 3,type ii
25011,5292,adult,wavy,gray,blue,scale 3,type ii
25012,5292,adult,wavy,gray,blue,scale 3,type ii
25013,5293,adult,straight,gray,blue,scale 3,type ii
25014,5293,adult,straight,gray,blue,scale 3,type ii
25015,5293,adult,straight,gray,blue,scale 3,type ii
25016,5293,adult,straight,gray,blue,scale 3,type ii
25017,5293,adult,straight,gray,blue,scale 3,type ii
25018,5293,adult,straight,gray,blue,scale 3,type ii
25019,5294,adult,curly,brunette,hazel,scale 2,type i
25020,5294,adult,curly,brunette,hazel,scale 2,type i
25021,5294,adult,curly,brunette,hazel,scale 2,type i
25022,5294,adult,curly,brunette,hazel,scale 2,type i
25023,5294,adult,curly,brunette,hazel,scale 2,type i
25024,5294,adult,curly,brunette,hazel,scale 2,type i
25025,5295,adult,wavy,brunette,brown,scale 3,type ii
25026,5295,adult,wavy,brunette,brown,scale 3,type ii
25027,5295,adult,wavy,brunette,brown,scale 3,type ii
25028,5295,adult,wavy,brunette,brown,scale 3,type ii
25029,5295,adult,wavy,brunette,brown,scale 3,type ii
25030,5296,adult,wavy,brunette,brown,scale 4,type iii
25031,5296,adult,wavy,brunette,brown,scale 4,type iii
25032,5296,adult,wavy,brunette,brown,scale 4,type iii
25033,5296,adult,wavy,brunette,brown,scale 4,type iii
25034,5296,adult,wavy,brunette,brown,scale 4,type iii
25035,5297,adult,straight,black,brown,scale 8,type vi
25036,5297,adult,straight,black,brown,scale 8,type vi
25037,5297,adult,straight,black,brown,scale 8,type vi
25038,5297,adult,straight,black,brown,scale 8,type vi
25039,5297,adult,straight,black,brown,scale 8,type vi
25040,5297,adult,straight,black,brown,scale 8,type vi
25041,5298,young adult,straight,black,brown,scale 3,type ii
25042,5298,young adult,straight,black,brown,scale 3,type ii
25043,5298,young adult,straight,black,brown,scale 3,type ii
25044,5298,young adult,straight,black,brown,scale 3,type ii
25045,5298,young adult,straight,black,brown,scale 3,type ii
25046,5298,young adult,straight,black,brown,scale 3,type ii
25047,5299,adult,wavy,brunette,green,scale 4,type iii
25048,5299,adult,wavy,brunette,green,scale 4,type iii
25049,5299,adult,wavy,brunette,green,scale 4,type iii
25050,5299,adult,wavy,brunette,green,scale 4,type iii
25051,5299,adult,wavy,brunette,green,scale 4,type iii
25052,5299,adult,wavy,brunette,green,scale 4,type iii
25053,5300,young adult,straight,brunette,hazel,scale 3,type ii
25054,5300,young adult,straight,brunette,hazel,scale 3,type ii
25055,5300,young adult,straight,brunette,hazel,scale 3,type ii
25056,5300,young adult,straight,brunette,hazel,scale 3,type ii
25057,5300,young adult,straight,brunette,hazel,scale 3,type ii
25058,5300,young adult,straight,brunette,hazel,scale 3,type ii
25059,5301,adult,straight,black,brown,scale 3,type ii
25060,5301,adult,straight,black,brown,scale 3,type ii
25061,5301,adult,straight,black,brown,scale 3,type ii
25062,5301,adult,straight,black,brown,scale 3,type ii
25063,5301,adult,straight,black,brown,scale 3,type ii
25064,5301,adult,straight,black,brown,scale 3,type ii
25067,5303,adult,curly,brunette,brown,scale 3,type ii
25068,5303,adult,curly,brunette,brown,scale 3,type ii
25069,5303,adult,curly,brunette,brown,scale 3,type ii
25070,5303,adult,curly,brunette,brown,scale 3,type ii
25071,5303,adult,curly,brunette,brown,scale 3,type ii
25072,5303,adult,curly,brunette,brown,scale 3,type ii
25078,5305,young adult,straight,black,brown,scale 3,type ii
25079,5305,young adult,straight,black,brown,scale 3,type ii
25080,5305,young adult,straight,black,brown,scale 3,type ii
25081,5305,young adult,straight,black,brown,scale 3,type ii
25082,5305,young adult,straight,black,brown,scale 3,type ii
25083,5305,young adult,straight,black,brown,scale 3,type ii
25084,5306,adult,wavy,gray,hazel,scale 3,type iii
25085,5306,adult,wavy,gray,hazel,scale 3,type iii
25086,5306,adult,wavy,gray,hazel,scale 3,type iii
25087,5306,adult,wavy,gray,hazel,scale 3,type iii
25088,5306,adult,wavy,gray,hazel,scale 3,type iii
25089,5306,adult,wavy,gray,hazel,scale 3,type iii
25090,5307,young adult,coily,black,brown,scale 7,type iv
25091,5307,young adult,coily,black,brown,scale 7,type iv
25092,5307,young adult,coily,black,brown,scale 7,type iv
25093,5308,adult,straight,black,brown,scale 8,type v
25094,5308,adult,straight,black,brown,scale 8,type v
25095,5308,adult,straight,black,brown,scale 8,type v
25096,5308,adult,straight,black,brown,scale 8,type v
25097,5309,young adult,curly,black,brown,scale 6,type iv
25098,5309,young adult,curly,black,brown,scale 6,type iv
25099,5309,young adult,curly,black,brown,scale 6,type iv
25100,5309,young adult,curly,black,brown,scale 6,type iv
25101,5309,young adult,curly,black,brown,scale 6,type iv
25102,5309,young adult,curly,black,brown,scale 6,type iv
25103,5310,young adult,coily,black,brown,scale 9,type vi
25104,5310,young adult,coily,black,brown,scale 9,type vi
25105,5310,young adult,coily,black,brown,scale 9,type vi
25106,5310,young adult,coily,black,brown,scale 9,type vi
25107,5310,young adult,coily,black,brown,scale 9,type vi
25108,5310,young adult,coily,black,brown,scale 9,type vi
25109,5311,adult,wavy,black,black,scale 8,type v
25110,5311,adult,wavy,black,black,scale 8,type v
25111,5311,adult,wavy,black,black,scale 8,type v
25112,5311,adult,wavy,black,black,scale 8,type v
25113,5311,adult,wavy,black,black,scale 8,type v
25114,5311,adult,wavy,black,black,scale 8,type v
25115,5312,young adult,straight,black,black,scale 6,type v
25116,5312,young adult,straight,black,black,scale 6,type v
25117,5312,young adult,straight,black,black,scale 6,type v
25118,5312,young adult,straight,black,black,scale 6,type v
25119,5312,young adult,straight,black,black,scale 6,type v
25120,5312,young adult,straight,black,black,scale 6,type v
25121,5313,young adult,curly,black,brown,scale 8,type vi
25122,5313,young adult,curly,black,brown,scale 8,type vi
25123,5313,young adult,curly,black,brown,scale 8,type vi
25124,5313,young adult,curly,black,brown,scale 8,type vi
25125,5313,young adult,curly,black,brown,scale 8,type vi
25126,5313,young adult,curly,black,brown,scale 8,type vi
25127,5314,adult,wavy,black,brown,scale 9,type vi
25128,5314,adult,wavy,black,brown,scale 9,type vi
25129,5314,adult,wavy,black,brown,scale 9,type vi
25130,5314,adult,wavy,black,brown,scale 9,type vi
25131,5314,adult,wavy,black,brown,scale 9,type vi
25132,5314,adult,wavy,black,brown,scale 9,type vi
25133,5315,adult,coily,black,brown,scale 8,type v
25134,5315,adult,coily,black,brown,scale 8,type v
25135,5315,adult,coily,black,brown,scale 8,type v
25136,5315,adult,coily,black,brown,scale 8,type v
25137,5315,adult,coily,black,brown,scale 8,type v
25138,5315,adult,coily,black,brown,scale 8,type v
25139,5316,adult,curly,red,black,scale 7,type v
25140,5316,adult,curly,red,black,scale 7,type v
25141,5316,adult,curly,red,black,scale 7,type v
25142,5316,adult,curly,red,black,scale 7,type v
25143,5316,adult,curly,red,black,scale 7,type v
25144,5316,adult,curly,red,black,scale 7,type v
25145,5317,adult,straight,black,brown,scale 3,type ii
25146,5317,adult,straight,black,brown,scale 3,type ii
25147,5317,adult,straight,black,brown,scale 3,type ii
25148,5317,adult,straight,black,brown,scale 3,type ii
25149,5317,adult,straight,black,brown,scale 3,type ii
25150,5317,adult,straight,black,brown,scale 3,type ii
25151,5318,adult,straight,blonde,blue,scale 3,type ii
25152,5318,adult,straight,blonde,blue,scale 3,type ii
25153,5318,adult,straight,blonde,blue,scale 3,type ii
25154,5318,adult,straight,blonde,blue,scale 3,type ii
25155,5318,adult,straight,blonde,blue,scale 3,type ii
25156,5318,adult,straight,blonde,blue,scale 3,type ii
25157,5319,adult,straight,brunette,blue,scale 3,type ii
25158,5319,adult,straight,brunette,blue,scale 3,type ii
25159,5319,adult,straight,brunette,blue,scale 3,type ii
25160,5319,adult,straight,brunette,blue,scale 3,type ii
25161,5319,adult,straight,brunette,blue,scale 3,type ii
25162,5319,adult,straight,brunette,blue,scale 3,type ii
25163,5320,young adult,straight,black,black,scale 9,type vi
25164,5320,young adult,straight,black,black,scale 9,type vi
25165,5320,young adult,straight,black,black,scale 9,type vi
25166,5320,young adult,straight,black,black,scale 9,type vi
25167,5320,young adult,straight,black,black,scale 9,type vi
25168,5320,young adult,straight,black,black,scale 9,type vi
25169,5321,adult,wavy,brunette,hazel,scale 2,type i
25170,5321,adult,wavy,brunette,hazel,scale 2,type i
25171,5321,adult,wavy,brunette,hazel,scale 2,type i
25172,5321,adult,wavy,brunette,hazel,scale 2,type i
25173,5321,adult,wavy,brunette,hazel,scale 2,type i
25174,5321,adult,wavy,brunette,hazel,scale 2,type i
25175,5322,elderly,curly,blonde,blue,scale 1,type i
25176,5322,elderly,curly,blonde,blue,scale 1,type i
25177,5322,elderly,curly,blonde,blue,scale 1,type i
25178,5322,elderly,curly,blonde,blue,scale 1,type i
25179,5322,elderly,curly,blonde,blue,scale 1,type i
25180,5322,elderly,curly,blonde,blue,scale 1,type i
25181,5323,adult,coily,black,brown,scale 8,type v
25182,5323,adult,coily,black,brown,scale 8,type v
25183,5324,adult,straight,black,hazel,scale 2,type i
25184,5324,adult,straight,black,hazel,scale 2,type i
25185,5324,adult,straight,black,hazel,scale 2,type i
25186,5324,adult,straight,black,hazel,scale 2,type i
25187,5324,adult,straight,black,hazel,scale 2,type i
25188,5325,young adult,straight,black,brown,scale 8,type vi
25189,5325,young adult,straight,black,brown,scale 8,type vi
25190,5325,young adult,straight,black,brown,scale 8,type vi
25191,5325,young adult,straight,black,brown,scale 8,type vi
25192,5325,young adult,straight,black,brown,scale 8,type vi
25193,5325,young adult,straight,black,brown,scale 8,type vi
25194,5326,young adult,curly,black,brown,scale 9,type vi
25195,5326,young adult,curly,black,brown,scale 9,type vi
25196,5326,young adult,curly,black,brown,scale 9,type vi
25197,5326,young adult,curly,black,brown,scale 9,type vi
25198,5326,young adult,curly,black,brown,scale 9,type vi
25199,5326,young adult,curly,black,brown,scale 9,type vi
25200,5327,young adult,wavy,black,brown,scale 3,type ii
25201,5327,young adult,wavy,black,brown,scale 3,type ii
25202,5327,young adult,wavy,black,brown,scale 3,type ii
25203,5328,adult,coily,black,brown,scale 8,type vi
25204,5328,adult,coily,black,brown,scale 8,type vi
25205,5328,adult,coily,black,brown,scale 8,type vi
25206,5328,adult,coily,black,brown,scale 8,type vi
25207,5328,adult,coily,black,brown,scale 8,type vi
25208,5328,adult,coily,black,brown,scale 8,type vi
25209,5329,young adult,wavy,black,brown,scale 2,type i
25210,5329,young adult,wavy,black,brown,scale 2,type i
25211,5329,young adult,wavy,black,brown,scale 2,type i
25212,5329,young adult,wavy,black,brown,scale 2,type i
25213,5329,young adult,wavy,black,brown,scale 2,type i
25214,5329,young adult,wavy,black,brown,scale 2,type i
25215,5330,adult,wavy,blonde,blue,scale 2,type ii
25216,5330,adult,wavy,blonde,blue,scale 2,type ii
25217,5330,adult,wavy,blonde,blue,scale 2,type ii
25218,5331,adult,straight,black,brown,scale 6,type iv
25219,5331,adult,straight,black,brown,scale 6,type iv
25220,5331,adult,straight,black,brown,scale 6,type iv
25221,5331,adult,straight,black,brown,scale 6,type iv
25222,5331,adult,straight,black,brown,scale 6,type iv
25223,5331,adult,straight,black,brown,scale 6,type iv
25224,5332,adult,straight,brunette,blue,scale 3,type ii
25225,5332,adult,straight,brunette,blue,scale 3,type ii
25226,5332,adult,straight,brunette,blue,scale 3,type ii
25227,5332,adult,straight,brunette,blue,scale 3,type ii
25228,5332,adult,straight,brunette,blue,scale 3,type ii
25229,5332,adult,straight,brunette,blue,scale 3,type ii
25230,5333,young adult,straight,brunette,hazel,scale 3,type i
25231,5333,young adult,straight,brunette,hazel,scale 3,type i
25232,5333,young adult,straight,brunette,hazel,scale 3,type i
25233,5333,young adult,straight,brunette,hazel,scale 3,type i
25234,5333,young adult,straight,brunette,hazel,scale 3,type i
25235,5334,adult,straight,brunette,blue,scale 2,type ii
25236,5334,adult,straight,brunette,blue,scale 2,type ii
25237,5334,adult,straight,brunette,blue,scale 2,type ii
25238,5334,adult,straight,brunette,blue,scale 2,type ii
25239,5334,adult,straight,brunette,blue,scale 2,type ii
25240,5334,adult,straight,brunette,blue,scale 2,type ii
25241,5335,adult,straight,brunette,brown,scale 2,type ii
25242,5335,adult,straight,brunette,brown,scale 2,type ii
25243,5335,adult,straight,brunette,brown,scale 2,type ii
25244,5335,adult,straight,brunette,brown,scale 2,type ii
25245,5335,adult,straight,brunette,brown,scale 2,type ii
25246,5335,adult,straight,brunette,brown,scale 2,type ii
25247,5336,young adult,wavy,black,blue,scale 4,type iii
25248,5336,young adult,wavy,black,blue,scale 4,type iii
25249,5336,young adult,wavy,black,blue,scale 4,type iii
25250,5336,young adult,wavy,black,blue,scale 4,type iii
25251,5336,young adult,wavy,black,blue,scale 4,type iii
25252,5337,adult,straight,black,green,scale 3,type ii
25253,5337,adult,straight,black,green,scale 3,type ii
25254,5337,adult,straight,black,green,scale 3,type ii
25255,5337,adult,straight,black,green,scale 3,type ii
25256,5337,adult,straight,black,green,scale 3,type ii
25257,5338,adult,coily,black,brown,scale 9,type vi
25258,5338,adult,coily,black,brown,scale 9,type vi
25259,5338,adult,coily,black,brown,scale 9,type vi
25260,5339,young adult,wavy,blonde,green,scale 2,type ii
25261,5339,young adult,wavy,blonde,green,scale 2,type ii
25262,5339,young adult,wavy,blonde,green,scale 2,type ii
25263,5339,young adult,wavy,blonde,green,scale 2,type ii
25264,5339,young adult,wavy,blonde,green,scale 2,type ii
25265,5340,adult,curly,brunette,blue,scale 2,type ii
25266,5340,adult,curly,brunette,blue,scale 2,type ii
25267,5340,adult,curly,brunette,blue,scale 2,type ii
25268,5340,adult,curly,brunette,blue,scale 2,type ii
25269,5340,adult,curly,brunette,blue,scale 2,type ii
25270,5340,adult,curly,brunette,blue,scale 2,type ii
25271,5341,adult,straight,brunette,blue,scale 2,type ii
25272,5341,adult,straight,brunette,blue,scale 2,type ii
25273,5341,adult,straight,brunette,blue,scale 2,type ii
25274,5341,adult,straight,brunette,blue,scale 2,type ii
25275,5341,adult,straight,brunette,blue,scale 2,type ii
25276,5342,adult,straight,black,brown,scale 2,type ii
